,fips,No. of clinics per 1000 women with demand
1315,27005,0.9772
1316,27007,0.3472
1317,27009,#VALUE!
1318,27011,#VALUE!
1319,27013,0.2896
1320,27015,0.3817
1321,27017,0.8696
1322,27019,#VALUE!
1323,27021,1.6667
1324,27023,#VALUE!
1325,27025,0.3546
1326,27027,0.2208
1327,27029,#VALUE!
1328,27031,7.1429
1329,27033,#VALUE!
1330,27035,#VALUE!
1331,27037,0.0200
1332,27039,0.4329
1333,27041,0.2681
1334,27043,#VALUE!
1335,27045,#VALUE!
1336,27047,#VALUE!
1337,27049,0.2165
1338,27051,#VALUE!
1339,27053,0.1740
1340,27055,#VALUE!
1341,27057,#VALUE!
1342,27059,0.2364
1343,27061,1.0724
1344,27063,#VALUE!
1345,27065,0.7092
1346,27067,0.2242
1347,27069,#VALUE!
1348,27071,2.8846
1349,27073,#VALUE!
1350,27075,1.2195
1351,27077,#VALUE!
1352,27079,#VALUE!
1353,27081,#VALUE!
1354,27083,0.6536
1355,27085,3.9216
1356,27087,#VALUE!
1357,27089,#VALUE!
1358,27091,0.2611
1359,27093,#VALUE!
1360,27095,0.3802
1361,27097,#VALUE!
1362,27099,0.2392
1363,27101,#VALUE!
1364,27103,#VALUE!
1365,27105,0.8584
1366,27107,1.7544
1367,27109,0.0534
1368,27111,0.3914
1369,27113,#VALUE!
1370,27115,0.4274
1371,27117,#VALUE!
1372,27119,0.2933
1373,27121,#VALUE!
1374,27123,0.2135
1375,27125,2.9412
1376,27127,#VALUE!
1377,27129,#VALUE!
1378,27131,0.1256
1379,27133,#VALUE!
1380,27135,#VALUE!
1381,27137,0.0587
1382,27139,#VALUE!
1383,27141,#VALUE!
1384,27143,0.7653
1385,27145,0.0494
1386,27147,#VALUE!
1387,27149,1.6000
1388,27151,#VALUE!
1389,27153,0.4808
1390,27155,#VALUE!
1391,27157,0.4739
1392,27159,0.8065
1393,27161,#VALUE!
1394,27163,#VALUE!
1395,27165,0.9804
1396,27167,#VALUE!
1397,27169,0.1348
1398,27171,#VALUE!
1399,27173,#VALUE!
1400,28001,0.9288
1401,28003,0.4728
1402,28005,1.6667
1403,28007,0.5236
1404,28009,1.1111
1405,28011,1.1521
1406,28013,1.3699
1407,28015,1.0204
1408,28017,1.6304
1409,28019,1.2658
1410,28021,1.4599
1411,28023,0.5435
1412,28025,0.4464
1413,28027,0.9434
1414,28029,0.8721
1415,28031,0.9434
1416,28033,0.0873
1417,28035,0.8532
1418,28037,2.7027
1419,28039,0.4032
1420,28041,0.8130
1421,28043,0.7968
1422,28045,0.3976
1423,28047,0.3490
1424,28049,0.5149
1425,28051,0.9217
1426,28053,2.1739
1427,28055,#VALUE!
1428,28057,0.7273
1429,28059,0.2313
1430,28061,1.0989
1431,28063,3.7975
1432,28065,1.6949
1433,28067,0.2500
1434,28069,3.5398
1435,28071,0.1093
1436,28073,0.3593
1437,28075,0.2155
1438,28077,2.2556
1439,28079,0.8658
1440,28081,0.0946
1441,28083,0.5013
1442,28085,0.7335
1443,28087,0.1295
1444,28089,0.2918
1445,28091,0.7634
1446,28093,0.7264
1447,28095,0.8108
1448,28097,1.9417
1449,28099,1.2422
1450,28101,0.8299
1451,28103,1.5873
1452,28105,0.2179
1453,28107,0.5168
1454,28109,0.3273
1455,28111,2.1898
1456,28113,0.6316
1457,28115,0.2710
1458,28117,0.7273
1459,28119,2.4390
1460,28121,0.2552
1461,28123,0.9740
1462,28125,2.1277
1463,28127,0.6390
1464,28129,1.8519
1465,28131,0.4975
1466,28133,1.3201
1467,28135,0.7407
1468,28137,0.5666
1469,28139,1.2552
1470,28141,0.5155
1471,28143,2.1277
1472,28145,0.3236
1473,28147,1.3158
1474,28149,0.6969
1475,28151,0.8503
1476,28153,0.4425
1477,28155,1.0101
1478,28157,1.2658
1479,28159,1.0811
1480,28161,0.7576
1481,28163,1.0417
1482,29001,0.6897
1483,29003,0.5348
1484,29005,2.1277
1485,29007,0.8451
1486,29009,1.5432
1487,29011,1.8018
1488,29013,1.1834
1489,29015,1.5385
1490,29017,0.8065
1491,29019,0.1708
1492,29021,0.3795
1493,29023,0.4274
1494,29025,3.3708
1495,29027,0.3738
1496,29029,1.1080
1497,29031,0.1903
1498,29033,2.3810
1499,29035,3.3898
1500,29037,0.4337
1501,29039,#VALUE!
1502,29041,6.3492
1503,29043,#VALUE!
1504,29045,1.5625
1505,29047,0.1325
1506,29049,#VALUE!
1507,29051,0.2301
1508,29053,#VALUE!
1509,29055,#VALUE!
1510,29057,1.6393
1511,29059,0.6369
1512,29061,#VALUE!
1513,29063,#VALUE!
1514,29065,#VALUE!
1515,29067,0.9346
1516,29069,0.2976
1517,29071,0.3604
1518,29073,#VALUE!
1519,29075,1.5873
1520,29077,0.1274
1521,29079,1.0101
1522,29081,2.7027
1523,29083,1.0101
1524,29085,3.1250
1525,29087,5.4054
1526,29089,0.9091
1527,29091,0.6977
1528,29093,2.2222
1529,29095,0.1441
1530,29097,0.2033
1531,29099,0.1168
1532,29101,0.1261
1533,29103,2.9412
1534,29105,0.2611
1535,29107,0.8824
1536,29109,0.2695
1537,29111,0.8621
1538,29113,#VALUE!
1539,29115,0.8850
1540,29117,0.5128
1541,29119,0.7634
1542,29121,0.8333
1543,29123,#VALUE!
1544,29125,0.6098
1545,29127,0.8299
1546,29129,#VALUE!
1547,29131,0.8197
1548,29133,1.6129
1549,29135,0.6135
1550,29137,1.3699
1551,29139,#VALUE!
1552,29141,1.1628
1553,29143,1.6854
1554,29145,0.3221
1555,29147,#VALUE!
1556,29149,1.0870
1557,29151,#VALUE!
1558,29153,1.4493
1559,29155,1.0811
1560,29157,0.5155
1561,29159,0.4098
1562,29161,0.5725
1563,29163,0.6289
1564,29165,0.0829
1565,29167,0.2618
1566,29169,#VALUE!
1567,29171,2.4390
1568,29173,1.0204
1569,29175,0.3717
1570,29177,0.4274
1571,29179,1.9231
1572,29181,0.7634
1573,29183,0.7605
1574,29185,#VALUE!
1575,29186,#VALUE!
1576,29187,0.4619
1577,29189,1.4286
1578,29195,#VALUE!
1579,29197,0.0634
1580,29199,4.1096
1581,29201,0.1445
1582,29203,0.1318
1583,29205,#VALUE!
1584,29207,1.0453
1585,29209,1.2097
1586,29211,1.7241
1587,29213,0.4862
1588,29215,0.9217
1589,29217,0.9346
1590,29219,0.5602
1591,29221,0.4202
1592,29223,#VALUE!
1593,29225,0.7444
1594,29227,#VALUE!
1595,29229,1.8182
1596,29510,0.1870
1597,30001,2.8846
1598,30003,2.8571
1599,30005,4.4118
1600,30007,#VALUE!
1601,30009,2.1277
1602,30011,#VALUE!
1603,30013,0.3195
1604,30015,#VALUE!
1605,30017,0.8264
1606,30019,#VALUE!
1607,30021,1.0989
1608,30023,2.6316
1609,30025,3.3333
1610,30027,2.0408
1611,30029,0.3781
1612,30031,0.2616
1613,30033,#VALUE!
1614,30035,1.3333
1615,30037,#VALUE!
1616,30039,#VALUE!
1617,30041,1.6667
1618,30043,#VALUE!
1619,30045,#VALUE!
1620,30047,2.1661
1621,30049,0.5319
1622,30051,#VALUE!
1623,30053,1.4085
1624,30055,3.4483
1625,30057,#VALUE!
1626,30059,#VALUE!
1627,30061,3.4483
1628,30063,0.3007
1629,30065,#VALUE!
1630,30067,0.6757
1631,30069,#VALUE!
1632,30071,#VALUE!
1633,30073,3.3898
1634,30075,7.6923
1635,30077,#VALUE!
1636,30079,#VALUE!
1637,30081,0.2907
1638,30083,1.6529
1639,30085,4.0984
1640,30087,4.3956
1641,30089,#VALUE!
1642,30091,#VALUE!
1643,30093,0.7614
1644,30095,#VALUE!
1645,30097,#VALUE!
1646,30099,#VALUE!
1647,30101,5.1282
1648,30103,20.0000
1649,30105,2.9851
1650,30107,#VALUE!
1651,30109,#VALUE!
1652,30111,0.3145
1653,31001,0.2849
1654,31003,4.0000
1655,31005,#VALUE!
1656,31007,#VALUE!
1657,31009,#VALUE!
1658,31011,#VALUE!
1659,31013,0.9259
1660,31015,#VALUE!
1661,31017,#VALUE!
1662,31019,0.1477
1663,31021,#VALUE!
1664,31023,#VALUE!
1665,31025,0.3922
1666,31027,#VALUE!
1667,31029,#VALUE!
1668,31031,#VALUE!
1669,31033,#VALUE!
1670,31035,#VALUE!
1671,31037,#VALUE!
1672,31039,#VALUE!
1673,31041,#VALUE!
1674,31043,0.4219
1675,31045,0.8403
1676,31047,0.3906
1677,31049,#VALUE!
1678,31051,#VALUE!
1679,31053,0.5051
1680,31055,0.2744
1681,31057,#VALUE!
1682,31059,#VALUE!
1683,31061,#VALUE!
1684,31063,#VALUE!
1685,31065,#VALUE!
1686,31067,0.4762
1687,31069,#VALUE!
1688,31071,#VALUE!
1689,31073,#VALUE!
1690,31075,#VALUE!
1691,31077,#VALUE!
1692,31079,0.1422
1693,31081,#VALUE!
1694,31083,#VALUE!
1695,31085,#VALUE!
1696,31087,#VALUE!
1697,31089,#VALUE!
1698,31091,#VALUE!
1699,31093,#VALUE!
1700,31095,#VALUE!
1701,31097,2.8571
1702,31099,#VALUE!
1703,31101,#VALUE!
1704,31103,#VALUE!
1705,31105,#VALUE!
1706,31107,3.0303
1707,31109,0.0694
1708,31111,0.2639
1709,31113,#VALUE!
1710,31115,#VALUE!
1711,31117,0.5013
1712,31119,#VALUE!
1713,31121,#VALUE!
1714,31123,#VALUE!
1715,31125,#VALUE!
1716,31127,1.3514
1717,31129,#VALUE!
1718,31131,#VALUE!
1719,31133,#VALUE!
1720,31135,#VALUE!
1721,31137,#VALUE!
1722,31139,#VALUE!
1723,31141,0.5764
1724,31143,#VALUE!
1725,31145,0.9524
1726,31147,1.4925
1727,31149,#VALUE!
1728,31151,0.6579
1729,31153,0.0439
1730,31155,#VALUE!
1731,31157,0.5013
1732,31159,#VALUE!
1733,31161,2.3256
1734,31163,#VALUE!
1735,31165,#VALUE!
1736,31167,#VALUE!
1737,31169,2.5641
1738,31171,#VALUE!
1739,31173,4.0541
1740,31175,#VALUE!
1741,31177,#VALUE!
1742,31179,#VALUE!
1743,31181,#VALUE!
1744,31183,#VALUE!
1745,31185,#VALUE!
1746,32001,0.7722
1747,32003,0.0575
1748,32005,0.7353
1749,32007,0.7752
1750,32009,#VALUE!
1751,32011,10.5263
1752,32013,1.0526
1753,32015,5.0847
1754,32017,2.2727
1755,32019,0.7519
1756,32021,5.0000
1757,32023,0.8671
1758,32027,4.4444
1759,32029,3.4483
1760,32031,0.1601
1761,32033,2.4691
1762,32510,0.3630
1763,33001,0.3263
1764,33003,0.5277
1765,33005,0.1085
1766,33007,1.7730
1767,33009,0.6404
1768,33011,0.1827
1769,33013,0.2338
1770,33015,0.1787
1771,33017,0.0551
1772,33019,0.4525
1773,34001,0.1888
1774,34003,0.0535
1775,34005,0.0770
1776,34007,0.1565
1777,34009,0.4430
1778,34011,0.3450
1779,34013,0.1435
1780,34015,0.0847
1781,34017,0.1352
1782,34019,0.0794
1783,34021,0.1673
1784,34023,0.0722
1785,34025,0.1007
1786,34027,0.1053
1787,34029,0.1492
1788,34031,0.0618
1789,34033,0.2853
1790,34035,0.0254
1791,34037,0.0655
1792,34039,0.0581
1793,34041,0.1698
1794,35001,0.4920
1795,35003,10.5263
1796,35005,0.5236
1797,35006,1.3115
1798,35007,2.0202
1799,35009,0.4673
1800,35011,13.3333
1801,35013,0.7821
1802,35015,0.7364
1803,35017,3.0534
1804,35019,5.7143
1805,35021,50.0000
1806,35023,8.1081
1807,35025,0.3542
1808,35027,0.6757
1809,35028,0.5556
1810,35029,2.0000
1811,35031,1.2513
1812,35033,10.8108
1813,35035,0.8054
1814,35037,2.7778
1815,35039,2.5701
1816,35041,1.4652
1817,35043,0.9475
1818,35045,1.9802
1819,35047,1.1166
1820,35049,1.2410
1821,35051,2.8169
1822,35053,3.0303
1823,35055,3.6545
1824,35057,3.5714
1825,35059,3.1250
1826,35061,0.4860
1827,36001,0.0686
1828,36003,0.9615
1829,36005,0.3900
1830,36007,0.3340
1831,36009,0.7117
1832,36011,0.6017
1833,36013,0.2831
1834,36015,0.1038
1835,36017,0.4301
1836,36019,0.2014
1837,36021,0.3333
1838,36023,0.8824
1839,36025,0.4762
1840,36027,0.2588
1841,36029,0.1143
1842,36031,1.2195
1843,36033,0.8016
1844,36035,0.1733
1845,36037,0.1590
1846,36039,0.2342
1847,36041,3.0303
1848,36043,#VALUE!
1849,36045,0.5610
1850,36047,0.1708
1851,36049,0.7547
1852,36051,0.5051
1853,36053,0.2345
1854,36055,0.2201
1855,36057,0.1842
1856,36059,0.1059
1857,36061,0.2293
1858,36063,0.2080
1859,36065,0.0774
1860,36067,0.2381
1861,36069,0.2471
1862,36071,0.3339
1863,36073,0.4348
1864,36075,1.0784
1865,36077,0.3827
1866,36079,0.1867
1867,36081,0.1185
1868,36083,0.1011
1869,36085,0.1685
1870,36087,0.1856
1871,36089,0.0765
1872,36091,0.1059
1873,36093,0.5848
1874,36095,0.5780
1875,36097,0.5618
1876,36099,0.3046
1877,36101,0.3839
1878,36103,0.0914
1879,36105,0.4104
1880,36107,0.5941
1881,36109,0.0566
1882,36111,0.3467
1883,36113,1.4728
1884,36115,0.3195
1885,36117,0.3125
1886,36119,0.2160
1887,36121,0.8043
1888,36123,1.0345
1889,37001,0.2064
1890,37003,0.2703
1891,37005,2.3529
1892,37007,0.8130
1893,37009,0.9174
1894,37011,1.3072
1895,37013,0.6186
1896,37015,1.7544
1897,37017,0.5952
1898,37019,0.1832
1899,37021,0.1292
1900,37023,0.2165
1901,37025,0.1213
1902,37027,0.3501
1903,37029,0.9259
1904,37031,0.1511
1905,37033,1.5385
1906,37035,0.1146
1907,37037,0.4573
1908,37039,0.8811
1909,37041,0.7519
1910,37043,1.1905
1911,37045,0.0901
1912,37047,1.4134
1913,37049,0.1645
1914,37051,0.1286
1915,37053,0.3759
1916,37055,0.5900
1917,37057,0.2246
1918,37059,0.2398
1919,37061,2.0443
1920,37063,0.2168
1921,37065,0.7874
1922,37067,0.1066
1923,37069,0.2903
1924,37071,0.2693
1925,37073,1.7391
1926,37075,2.5316
1927,37077,0.1610
1928,37079,0.5319
1929,37081,0.0707
1930,37083,0.3559
1931,37085,0.2364
1932,37087,0.3311
1933,37089,0.5505
1934,37091,1.6260
1935,37093,0.1368
1936,37095,4.8780
1937,37097,0.1527
1938,37099,0.1706
1939,37101,0.1348
1940,37103,2.1277
1941,37105,0.1449
1942,37107,0.3241
1943,37109,0.2328
1944,37111,0.6969
1945,37113,0.4255
1946,37115,0.9217
1947,37117,0.2146
1948,37119,0.0518
1949,37121,2.3810
1950,37123,0.7491
1951,37125,0.2083
1952,37127,0.1857
1953,37129,0.1308
1954,37131,0.5405
1955,37133,0.0762
1956,37135,0.2262
1957,37137,0.9524
1958,37139,0.2083
1959,37141,0.1621
1960,37143,0.8264
1961,37145,0.4751
1962,37147,0.1048
1963,37149,1.3158
1964,37151,0.1277
1965,37153,0.1934
1966,37155,0.2987
1967,37157,0.2068
1968,37159,0.1252
1969,37161,0.2890
1970,37163,1.1129
1971,37165,0.5063
1972,37167,0.1543
1973,37169,0.2141
1974,37171,0.1357
1975,37173,2.5974
1976,37175,0.6515
1977,37177,2.8571
1978,37179,0.0768
1979,37181,0.1953
1980,37183,0.0690
1981,37185,0.5848
1982,37187,1.8349
1983,37189,0.2268
1984,37191,0.4079
1985,37193,0.1468
1986,37195,0.3125
1987,37197,0.2604
1988,37199,0.6623
1989,38001,#VALUE!
1990,38003,1.8868
1991,38005,1.5385
1992,38007,#VALUE!
1993,38009,#VALUE!
1994,38011,#VALUE!
1995,38013,#VALUE!
1996,38015,0.0873
1997,38017,0.1874
1998,38019,#VALUE!
1999,38021,#VALUE!
2000,38023,5.5556
2001,38025,4.8780
2002,38027,#VALUE!
2003,38029,#VALUE!
2004,38031,3.4483
2005,38033,#VALUE!
2006,38035,0.2712
2007,38037,#VALUE!
2008,38039,#VALUE!
2009,38041,#VALUE!
2010,38043,#VALUE!
2011,38045,#VALUE!
2012,38047,#VALUE!
2013,38049,#VALUE!
2014,38051,#VALUE!
2015,38053,0.7042
2016,38055,1.2195
2017,38057,2.7027
2018,38059,#VALUE!
2019,38061,5.6075
2020,38063,#VALUE!
2021,38065,6.2500
2022,38067,#VALUE!
2023,38069,#VALUE!
2024,38071,0.9009
2025,38073,2.1739
2026,38075,#VALUE!
2027,38077,0.5291
2028,38079,2.5974
2029,38081,#VALUE!
2030,38083,11.1111
2031,38085,3.7037
2032,38087,#VALUE!
2033,38089,0.2611
2034,38091,#VALUE!
2035,38093,0.4405
2036,38095,#VALUE!
2037,38097,#VALUE!
2038,38099,#VALUE!
2039,38101,0.1064
2040,38103,#VALUE!
2041,38105,0.4739
2042,39001,1.4599
2043,39003,0.3460
2044,39005,0.1653
2045,39007,0.2016
2046,39009,0.2674
2047,39011,#VALUE!
2048,39013,0.5988
2049,39015,0.8696
2050,39017,0.0842
2051,39019,0.3690
2052,39021,0.2445
2053,39023,0.2667
2054,39025,0.1738
2055,39027,0.6383
2056,39029,0.1955
2057,39031,0.5222
2058,39033,#VALUE!
2059,39035,0.1685
2060,39037,0.7619
2061,39039,0.4751
2062,39041,0.1337
2063,39043,0.2548
2064,39045,0.4709
2065,39047,0.6309
2066,39049,0.1247
2067,39051,0.2212
2068,39053,0.3067
2069,39055,0.1111
2070,39057,0.0486
2071,39059,0.4831
2072,39061,0.4013
2073,39063,0.1119
2074,39065,0.5305
2075,39067,2.1583
2076,39069,0.7380
2077,39071,0.9346
2078,39073,0.3378
2079,39075,0.2070
2080,39077,0.3195
2081,39079,0.2755
2082,39081,0.4093
2083,39083,0.1408
2084,39085,0.0405
2085,39087,1.1976
2086,39089,0.0512
2087,39091,0.4158
2088,39093,0.2091
2089,39095,0.2621
2090,39097,0.4608
2091,39099,0.0807
2092,39101,0.1517
2093,39103,0.0529
2094,39105,0.8969
2095,39107,#VALUE!
2096,39109,0.0881
2097,39111,0.8000
2098,39113,0.1870
2099,39115,#VALUE!
2100,39117,#VALUE!
2101,39119,0.2024
2102,39121,0.9091
2103,39123,0.2725
2104,39125,#VALUE!
2105,39127,0.5128
2106,39129,0.3257
2107,39131,0.7117
2108,39133,0.0920
2109,39135,0.2513
2110,39137,#VALUE!
2111,39139,0.8987
2112,39141,0.1259
2113,39143,0.9464
2114,39145,0.4711
2115,39147,0.3252
2116,39149,#VALUE!
2117,39151,0.1684
2118,39153,0.0787
2119,39155,0.0954
2120,39157,0.1032
2121,39159,0.2660
2122,39161,0.3333
2123,39163,0.7874
2124,39165,0.1205
2125,39167,#VALUE!
2126,39169,0.0765
2127,39171,0.5650
2128,39173,0.1097
2129,39175,0.4739
2130,40001,1.6949
2131,40003,2.2727
2132,40005,1.5267
2133,40007,3.9216
2134,40009,0.8439
2135,40011,2.2222
2136,40013,0.3559
2137,40015,1.4599
2138,40017,0.2332
2139,40019,0.5376
2140,40021,0.9174
2141,40023,2.0690
2142,40025,#VALUE!
2143,40027,0.2259
2144,40029,3.5088
2145,40031,0.2530
2146,40033,1.6949
2147,40035,1.5385
2148,40037,0.5155
2149,40039,0.9756
2150,40041,0.5391
2151,40043,#VALUE!
2152,40045,#VALUE!
2153,40047,0.2821
2154,40049,1.0601
2155,40051,0.1618
2156,40053,5.1282
2157,40055,2.1277
2158,40057,4.0000
2159,40059,6.0606
2160,40061,2.5000
2161,40063,1.7094
2162,40065,0.3226
2163,40067,1.8519
2164,40069,2.5862
2165,40071,1.2346
2166,40073,0.6369
2167,40075,1.1905
2168,40077,1.8349
2169,40079,0.9276
2170,40081,0.2667
2171,40083,0.3643
2172,40085,0.9709
2173,40087,1.4085
2174,40089,0.6803
2175,40091,0.4866
2176,40093,0.6897
2177,40095,1.4881
2178,40097,2.9070
2179,40099,0.7246
2180,40101,0.4860
2181,40103,0.9346
2182,40105,1.9608
2183,40107,1.8519
2184,40109,0.1353
2185,40111,1.1390
2186,40113,1.6563
2187,40115,0.8451
2188,40117,1.7544
2189,40119,0.2222
2190,40121,0.6652
2191,40123,0.8097
2192,40125,0.4338
2193,40127,2.0619
2194,40129,#VALUE!
2195,40131,0.2860
2196,40133,1.9608
2197,40135,0.6522
2198,40137,0.2096
2199,40139,0.4132
2200,40141,1.4925
2201,40143,0.1086
2202,40145,0.4499
2203,40147,0.6897
2204,40149,#VALUE!
2205,40151,0.9615
2206,40153,0.4425
2207,41001,0.7634
2208,41003,0.3663
2209,41005,0.2540
2210,41007,0.4831
2211,41009,0.7394
2212,41011,0.9646
2213,41013,1.3953
2214,41015,1.7341
2215,41017,0.6391
2216,41019,1.0466
2217,41021,#VALUE!
2218,41023,1.8182
2219,41025,1.5152
2220,41027,1.1450
2221,41029,0.7950
2222,41031,1.3953
2223,41033,0.6219
2224,41035,0.8487
2225,41037,4.9180
2226,41039,0.2552
2227,41041,1.6667
2228,41043,0.1414
2229,41045,1.3423
2230,41047,0.1707
2231,41049,2.5000
2232,41051,0.3386
2233,41053,0.3791
2234,41055,#VALUE!
2235,41057,1.8265
2236,41059,0.4779
2237,41061,0.6494
2238,41063,3.6364
2239,41065,0.7117
2240,41067,0.1144
2241,41069,12.5000
2242,41071,0.3962
2243,42001,0.1795
2244,42003,0.2723
2245,42005,0.1527
2246,42007,0.2245
2247,42009,0.6865
2248,42011,0.1431
2249,42013,0.1484
2250,42015,0.1631
2251,42017,0.0724
2252,42019,0.2435
2253,42021,0.2137
2254,42023,2.5641
2255,42025,#VALUE!
2256,42027,0.0407
2257,42029,0.0663
2258,42031,0.6623
2259,42033,0.3871
2260,42035,#VALUE!
2261,42037,0.1121
2262,42039,0.2103
2263,42041,0.0999
2264,42043,0.0891
2265,42045,0.1128
2266,42047,0.3802
2267,42049,0.1817
2268,42051,0.3674
2269,42053,#VALUE!
2270,42055,0.3480
2271,42057,1.4599
2272,42059,1.3587
2273,42061,0.2217
2274,42063,0.2775
2275,42065,0.2375
2276,42067,#VALUE!
2277,42069,0.2460
2278,42071,0.1235
2279,42073,0.2157
2280,42075,0.1921
2281,42077,0.1132
2282,42079,0.1996
2283,42081,0.0760
2284,42083,#VALUE!
2285,42085,0.9992
2286,42087,0.4211
2287,42089,0.1031
2288,42091,0.0722
2289,42093,#VALUE!
2290,42095,0.0570
2291,42097,0.1056
2292,42099,#VALUE!
2293,42101,0.3176
2294,42103,#VALUE!
2295,42105,#VALUE!
2296,42107,0.1400
2297,42109,0.2075
2298,42111,0.1427
2299,42113,#VALUE!
2300,42115,0.8403
2301,42117,1.4151
2302,42119,0.2033
2303,42121,0.1938
2304,42123,0.2625
2305,42125,0.3106
2306,42127,0.9615
2307,42129,0.1109
2308,42131,1.0204
2309,42133,0.1565
2310,44001,#VALUE!
2311,44003,0.4246
2312,44005,0.1075
2313,44007,0.3036
2314,44009,0.2656
2315,45001,0.7435
2316,45003,0.2592
2317,45005,2.5000
2318,45007,0.0884
2319,45009,1.2739
2320,45011,1.3100
2321,45013,0.1605
2322,45015,0.1489
2323,45017,1.3333
2324,45019,0.1660
2325,45021,0.2894
2326,45023,0.5525
2327,45025,1.0395
2328,45027,0.9404
2329,45029,0.5208
2330,45031,0.6297
2331,45033,0.2899
2332,45035,0.1532
2333,45037,0.3953
2334,45039,2.8226
2335,45041,0.4497
2336,45043,1.0292
2337,45045,0.0796
2338,45047,0.5624
2339,45049,1.0050
2340,45051,0.2856
2341,45053,1.2903
2342,45055,0.5587
2343,45057,0.1017
2344,45059,0.2564
2345,45061,1.7857
2346,45063,0.1723
2347,45065,0.5797
2348,45067,1.7986
2349,45069,5.1724
2350,45071,0.7177
2351,45073,0.1323
2352,45075,0.6481
2353,45077,0.1840
2354,45079,0.1928
2355,45081,1.4563
2356,45083,0.1871
2357,45085,0.3771
2358,45087,0.3279
2359,45089,0.9404
2360,45091,0.1235
2361,46003,8.6957
2362,46005,1.0929
2363,46007,5.1282
2364,46009,2.2222
2365,46011,0.1776
2366,46013,0.4292
2367,46015,4.1667
2368,46017,8.6957
2369,46019,#VALUE!
2370,46021,#VALUE!
2371,46023,2.2989
2372,46025,#VALUE!
2373,46027,0.3745
2374,46029,0.3195
2375,46031,6.9767
2376,46033,1.5385
2377,46035,0.4505
2378,46037,#VALUE!
2379,46039,#VALUE!
2380,46041,8.0645
2381,46043,4.3478
2382,46045,#VALUE!
2383,46047,1.9608
2384,46049,#VALUE!
2385,46051,1.6667
2386,46053,3.3333
2387,46055,6.6667
2388,46057,1.8519
2389,46059,4.0000
2390,46061,#VALUE!
2391,46063,#VALUE!
2392,46065,0.9901
2393,46067,#VALUE!
2394,46069,9.0909
2395,46071,5.8824
2396,46073,14.2857
2397,46075,12.5000
2398,46077,4.6512
2399,46079,0.9091
2400,46081,0.3378
2401,46083,0.2874
2402,46085,5.2632
2403,46087,#VALUE!
2404,46089,#VALUE!
2405,46091,#VALUE!
2406,46093,0.6309
2407,46095,4.7619
2408,46097,16.6667
2409,46099,0.2119
2410,46101,3.5088
2411,46103,0.4930
2412,46105,8.0000
2413,46107,5.8824
2414,46109,2.0833
2415,46111,5.2632
2416,46113,#VALUE!
2417,46115,1.6949
2418,46117,3.7037
2419,46119,7.6923
2420,46121,0.8475
2421,46123,2.1277
2422,46125,#VALUE!
2423,46127,1.2658
2424,46129,2.0833
2425,46135,0.4329
2426,46137,3.2258
2427,47001,0.2475
2428,47003,0.1792
2429,47005,0.7299
2430,47007,1.7094
2431,47009,0.2141
2432,47011,0.1582
2433,47013,0.7042
2434,47015,1.3423
2435,47017,0.3623
2436,47019,0.5000
2437,47021,0.2237
2438,47023,0.8584
2439,47025,0.8902
2440,47027,3.0303
2441,47029,1.6216
2442,47031,0.3273
2443,47033,0.6289
2444,47035,0.3906
2445,47037,0.1600
2446,47039,0.9615
2447,47041,1.0582
2448,47043,0.3367
2449,47045,0.2268
2450,47047,0.4914
2451,47049,1.2270
2452,47051,0.2075
2453,47053,0.5780
2454,47055,0.3436
2455,47057,1.7467
2456,47059,0.2809
2457,47061,2.3438
2458,47063,0.2911
2459,47065,0.2439
2460,47067,3.1746
2461,47069,0.9009
2462,47071,2.1097
2463,47073,1.1905
2464,47075,1.0417
2465,47077,0.3509
2466,47079,0.3205
2467,47081,0.7843
2468,47083,1.3158
2469,47085,0.5814
2470,47087,1.8018
2471,47089,0.5146
2472,47091,1.4388
2473,47093,0.1653
2474,47095,6.1224
2475,47097,0.7353
2476,47099,0.2123
2477,47101,1.7857
2478,47103,0.3145
2479,47105,0.4211
2480,47107,0.7220
2481,47109,0.0806
2482,47111,0.3322
2483,47113,0.5405
2484,47115,0.1847
2485,47117,0.3478
2486,47119,0.8097
2487,47121,1.8018
2488,47123,1.3986
2489,47125,0.0688
2490,47127,1.5873
2491,47129,0.9804
2492,47131,0.3012
2493,47133,0.8734
2494,47135,2.7778
2495,47137,4.8780
2496,47139,1.7544
2497,47141,0.2068
2498,47143,0.5682
2499,47145,0.1938
2500,47147,0.1248
2501,47149,0.0899
2502,47151,2.6316
2503,47153,0.6579
2504,47155,0.0950
2505,47157,0.1976
2506,47159,0.9479
2507,47161,1.6667
2508,47163,0.2427
2509,47165,0.2374
2510,47167,0.1362
2511,47169,2.1505
2512,47171,1.1561
2513,47173,0.9709
2514,47175,4.0816
2515,47177,0.4566
2516,47179,0.2474
2517,47181,1.4388
2518,47183,0.6897
2519,47185,0.7874
2520,47187,0.1231
2521,47189,0.0651
2522,48001,#VALUE!
2523,48003,0.4630
2524,48005,#VALUE!
2525,48007,0.4348
2526,48009,#VALUE!
2527,48011,#VALUE!
2528,48013,0.3503
2529,48015,2.5559
2530,48017,1.3889
2531,48019,#VALUE!
2532,48021,0.2262
2533,48023,#VALUE!
2534,48025,0.6601
2535,48027,0.1046
2536,48029,0.1033
2537,48031,#VALUE!
2538,48033,#VALUE!
2539,48035,#VALUE!
2540,48037,0.3728
2541,48039,0.1132
